PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE
300913,Inactive,0
2731961,Inactive,0
7560,Inactive,0
2732006,Inactive,0
2731188,Inactive,0
2732140,Inactive,0
2731251,Inactive,0
135504718,Inactive,1
9566481,Inactive,0
2732435,Inactive,0
2731397,Inactive,0
2732516,Inactive,0
3488542,Inactive,0
2738093,Inactive,0
2732686,Inactive,0
853676,Inactive,0
2732747,Inactive,0
2738143,Inactive,0
2732843,Inactive,0
2738241,Inactive,0
2732943,Inactive,0
2738327,Inactive,0
986119,Inactive,0
2738429,Inactive,0
2733074,Inactive,0
2738484,Inactive,0
2737873,Inactive,0
2738532,Inactive,0
2737943,Inactive,0
2738568,Inactive,0
2737997,Inactive,0
2738642,Inactive,0
2738066,Inactive,0
2738675,Inactive,0
2738676,Inactive,9
2739366,Inactive,0
2738712,Inactive,6
2739444,Inactive,9
2738821,Inactive,4
2739518,Inactive,12
2738860,Inactive,11
5703135,Inactive,5
2738900,Inactive,1
2739679,Inactive,6
2738921,Inactive,9
2739718,Inactive,2
2738947,Inactive,7
2739794,Inactive,7
2739036,Inactive,5
9580504,Inactive,1
6276969,Inactive,5
5703223,Inactive,5
2739197,Inactive,0
2739979,Inactive,0
2739301,Inactive,4
2740011,Inactive,3
5703262,Inactive,0
2740965,Inactive,0
2740196,Inactive,6
2741026,Inactive,7
2740303,Inactive,10
9580646,Inactive,0
2740363,Inactive,12
2741297,Inactive,0
2740421,Inactive,0
2741442,Inactive,1
2740470,Inactive,0
2741623,Inactive,2
2740515,Inactive,12
2741691,Inactive,5
2740578,Inactive,5
2741760,Inactive,0
617033,Inactive,7
2741819,Inactive,11
2740783,Inactive,0
2741934,Inactive,12
2740868,Inactive,10
2742051,Inactive,11
2738677,Inactive,13
2739372,Inactive,0
2738713,Inactive,0
2739454,Inactive,0
2738829,Inactive,0
2739519,Inactive,0
2738863,Inactive,0
2739608,Inactive,0
2738904,Inactive,0
2739687,Inactive,7
2738923,Inactive,3
2739722,Inactive,11
2738956,Inactive,8
5703187,Inactive,2
29877,Inactive,7
2739818,Inactive,3
2739123,Inactive,0
2739940,Inactive,4
2739219,Inactive,2
2739984,Inactive,0
2739305,Inactive,0
2740016,Inactive,0
5703263,Inactive,0
9580628,Inactive,0
2740228,Inactive,0
2741043,Inactive,0
5703336,Inactive,0
2741206,Inactive,0
2740365,Inactive,0
2773224,Inactive,0
2740423,Inactive,2
2741444,Inactive,0
6409694,Inactive,0
2741632,Inactive,0
2740516,Inactive,0
2741710,Inactive,0
2740579,Inactive,0
9580697,Inactive,13
2740672,Inactive,0
2741821,Inactive,0
2740784,Inactive,0
2741976,Inactive,0
2740871,Inactive,0
2742085,Inactive,0
2738678,Inactive,6
2739385,Inactive,8
2738714,Inactive,9
2739470,Inactive,0
2738834,Inactive,9
2739535,Inactive,0
2738866,Inactive,9
2739610,Inactive,6
2738907,Inactive,11
2739694,Inactive,0
2738924,Inactive,9
2739723,Inactive,5
2738961,Inactive,0
5703188,Inactive,0
2739049,Inactive,12
2739859,Inactive,0
2739125,Inactive,5
2739941,Inactive,7
2739222,Inactive,12
2739988,Inactive,8
2739307,Inactive,0
2740023,Inactive,0
5703266,Inactive,0
2740986,Inactive,0
45108881,Inactive,0
2741056,Inactive,0
2740306,Inactive,3
715063,Inactive,0
2740374,Inactive,0
2741304,Inactive,0
2740424,Inactive,0
2741448,Inactive,0
6409696,Inactive,0
2741636,Inactive,0
2740517,Inactive,0
715746,Inactive,0
2740594,Inactive,7
2741775,Inactive,0
2740704,Inactive,2
2741825,Inactive,0
267368,Inactive,0
2741986,Inactive,0
2740892,Inactive,5
2742089,Inactive,0
2738679,Inactive,0
2739404,Inactive,0
724642,Inactive,3
2739482,Inactive,0
2738836,Inactive,0
2739536,Inactive,0
2738873,Inactive,0
2739620,Inactive,2
2738909,Inactive,0
2739695,Inactive,6
2738925,Inactive,6
2739733,Inactive,9
2738963,Inactive,2
5703190,Inactive,7
2739055,Inactive,15
2739860,Inactive,8
2739138,Inactive,5
2739955,Inactive,3
2739227,Inactive,0
2739998,Inactive,3
2739344,Inactive,0
2740033,Inactive,8
2740072,Inactive,0
614020,Inactive,0
2740250,Inactive,0
2741073,Inactive,0
714291,Inactive,0
2741216,Inactive,0
2740376,Inactive,0
2741306,Inactive,0
333044,Inactive,0
2741464,Inactive,0
5703381,Inactive,0
2741669,Inactive,0
2740518,Inactive,4
2741719,Inactive,0
2740600,Inactive,6
2741788,Inactive,3
2740705,Inactive,3
2741826,Inactive,0
2740812,Inactive,9
2741994,Inactive,0
2740895,Inactive,0
2742090,Inactive,0
2738680,Inactive,0
2739405,Inactive,0
2738732,Inactive,0
2739497,Inactive,0
2738842,Inactive,0
2739551,Inactive,0
2738880,Inactive,0
2739627,Inactive,3
2738910,Inactive,0
2739704,Inactive,0
2738929,Inactive,0
2739743,Inactive,0
2738964,Inactive,0
5703191,Inactive,0
3738830,Inactive,0
2739878,Inactive,0
5703037,Inactive,0
9580534,Inactive,0
2739234,Inactive,2
2739999,Inactive,0
617820,Inactive,3
1549287,Inactive,0
2740110,Inactive,0
5703503,Inactive,0
2740256,Inactive,0
2741120,Inactive,0
2740324,Inactive,0
2741225,Inactive,0
2740378,Inactive,0
2735809,Inactive,0
2740438,Inactive,0
2741465,Inactive,0
2740490,Inactive,0
2741675,Inactive,0
2740529,Inactive,0
5703637,Inactive,0
2740602,Inactive,0
2741799,Inactive,0
2740736,Inactive,0
2741835,Inactive,0
5703455,Inactive,2
2742003,Inactive,0
2740909,Inactive,0
2742095,Inactive,0
2738683,Inactive,0
2739408,Inactive,0
2738738,Inactive,0
2739505,Inactive,0
2738845,Inactive,0
2739554,Inactive,0
2738881,Inactive,0
2739637,Inactive,5
2738917,Inactive,0
2739708,Inactive,4
2738934,Inactive,0
2739757,Inactive,0
2738999,Inactive,0
5703196,Inactive,0
2739070,Inactive,0
2739879,Inactive,2
5703039,Inactive,4
2739967,Inactive,0
2739253,Inactive,0
2740000,Inactive,0
2739358,Inactive,0
5703255,Inactive,4
2740119,Inactive,0
2741007,Inactive,0
2740258,Inactive,0
2741142,Inactive,0
45108882,Inactive,0
5703565,Inactive,0
2740400,Inactive,0
2741370,Inactive,0
2740439,Inactive,0
2741521,Inactive,0
2740502,Inactive,0
2741679,Inactive,0
615168,Inactive,0
2741732,Inactive,0
2740609,Inactive,0
2741802,Inactive,0
2740747,Inactive,0
5703667,Inactive,0
2740855,Inactive,0
2742015,Inactive,0
2740915,Inactive,0
2742102,Inactive,0
2738684,Inactive,0
2739432,Inactive,0
2738754,Inactive,0
2739510,Inactive,0
2738847,Inactive,0
2739565,Inactive,0
2738893,Inactive,0
628141,Inactive,0
2738918,Inactive,0
2739712,Inactive,0
2738941,Inactive,0
5703178,Inactive,0
2739008,Inactive,0
2739810,Inactive,0
2739081,Inactive,0
2739896,Inactive,0
2739169,Inactive,0
2739968,Inactive,0
2739268,Inactive,0
2740003,Inactive,0
2739360,Inactive,0
2740041,Inactive,0
5917576,Inactive,0
2741012,Inactive,0
2740290,Inactive,0
2741148,Inactive,0
2740333,Inactive,0
2741266,Inactive,0
2740401,Inactive,0
5703601,Inactive,0
5703371,Inactive,0
2741588,Inactive,0
2740511,Inactive,0
5703636,Inactive,0
9580592,Inactive,0
2741739,Inactive,0
2740614,Inactive,0
2741811,Inactive,0
2740751,Inactive,0
2741908,Inactive,0
2740864,Inactive,0
2742016,Inactive,0
2740945,Inactive,0
2742103,Inactive,0
2738711,Inactive,0
2739436,Inactive,0
2738808,Inactive,0
5924667,Inactive,0
2738848,Inactive,0
2739571,Inactive,0
2738898,Inactive,0
5703157,Inactive,0
2738919,Inactive,0
2739714,Inactive,0
2738946,Inactive,0
2739789,Inactive,0
1241191,Inactive,0
2739812,Inactive,0
2739083,Inactive,0
2739902,Inactive,0
2739196,Inactive,0
2739976,Inactive,0
2739271,Inactive,0
2740005,Inactive,0
2739363,Inactive,0
2740045,Inactive,0
2740180,Inactive,0
2741019,Inactive,0
2740299,Inactive,0
2741165,Inactive,0
2740351,Inactive,0
2741288,Inactive,0
5703358,Inactive,0
2741437,Inactive,0
2740464,Inactive,0
2741614,Inactive,0
2740512,Inactive,0
9580687,Inactive,0
2740574,Inactive,0
2741756,Inactive,0
2740623,Inactive,0
2741812,Inactive,0
5703436,Inactive,0
2741930,Inactive,0
2740866,Inactive,0
2742034,Inactive,0
2740961,Inactive,0
5703712,Inactive,0
2742151,Inactive,12
2743252,Inactive,0
2742318,Inactive,0
2743363,Inactive,4
2742435,Inactive,8
2743508,Inactive,8
2742527,Inactive,0
2743601,Inactive,0
2742671,Inactive,11
2743718,Inactive,4
2742753,Inactive,7
2743787,Inactive,4
2742828,Inactive,4
2743882,Inactive,4
2742924,Inactive,2
2743941,Inactive,9
2743003,Inactive,2
720070,Inactive,1
2743067,Inactive,2
2744309,Inactive,0
9580751,Inactive,15
2744359,Inactive,3
2744483,Inactive,5
2745340,Inactive,11
2744557,Inactive,10
2745384,Inactive,9
2744663,Inactive,10
2745456,Inactive,0
2744704,Inactive,11
2745516,Inactive,0
5704059,Inactive,10
2745597,Inactive,0
2744939,Inactive,1
2745679,Inactive,0
2745020,Inactive,0
2745750,Inactive,10
2745060,Inactive,3
2745818,Inactive,2
2745119,Inactive,10
2745903,Inactive,6
2745179,Inactive,4
2745998,Inactive,10
2745263,Inactive,0
2746061,Inactive,4
5396866,Inactive,9
2743254,Inactive,0
2742322,Inactive,5
135545007,Inactive,0
2742448,Inactive,0
2743517,Inactive,0
2742531,Inactive,0
2743622,Inactive,7
2742675,Inactive,0
9580838,Inactive,0
2742755,Inactive,10
2743788,Inactive,0
2742835,Inactive,0
2743891,Inactive,7
2742932,Inactive,0
2743947,Inactive,0
5703765,Inactive,4
2744215,Inactive,3
2743070,Inactive,4
2744310,Inactive,0
2736184,Inactive,0
2744361,Inactive,2
2744484,Inactive,0
2745341,Inactive,0
2744561,Inactive,0
2745409,Inactive,0
2744664,Inactive,0
2745478,Inactive,0
2744715,Inactive,0
2745519,Inactive,0
2744850,Inactive,1
2745601,Inactive,0
2744943,Inactive,0
2745681,Inactive,0
2745042,Active,75
2745751,Inactive,0
2745084,Inactive,0
2745824,Inactive,0
721210,Inactive,0
628866,Inactive,0
2745181,Inactive,0
2746002,Inactive,0
2745283,Inactive,0
2746063,Inactive,0
2742175,Inactive,0
2743273,Inactive,0
2781810,Inactive,0
2743380,Inactive,2
716375,Inactive,4
2743535,Inactive,0
2742532,Inactive,0
9580823,Inactive,6
2742677,Inactive,12
2743746,Inactive,3
2742784,Inactive,8
2743799,Inactive,0
304323,Inactive,10
2743898,Inactive,8
5703762,Inactive,8
2743952,Inactive,7
2743010,Inactive,6
2744236,Inactive,10
2743072,Inactive,11
2744312,Inactive,2
2743205,Inactive,4
2744365,Inactive,10
2744491,Inactive,0
2745342,Inactive,0
2744572,Inactive,0
2745410,Inactive,0
2744665,Inactive,0
2745487,Inactive,0
2744730,Inactive,0
2745541,Inactive,0
2744867,Inactive,0
2745603,Inactive,0
2744952,Inactive,0
2745689,Inactive,0
2745047,Inactive,0
2745756,Inactive,0
2745085,Inactive,10
2745826,Inactive,0
2745149,Inactive,0
97091,Inactive,0
2745186,Inactive,4
2746019,Inactive,8
2745293,Inactive,9
2746085,Inactive,4
2737162,Inactive,0
2743274,Inactive,1
2742333,Inactive,0
2743400,Inactive,5
2742463,Inactive,5
2743560,Inactive,0
2742537,Inactive,0
2743631,Inactive,0
2742704,Inactive,0
2743750,Inactive,13
2742786,Inactive,0
2743803,Inactive,1
2742839,Inactive,10
9580386,Inactive,10
2742968,Inactive,9
2743985,Inactive,8
2743011,Inactive,8
2744239,Inactive,5
339583,Inactive,13
2744314,Inactive,0
2743222,Inactive,3
2744379,Inactive,9
2744505,Inactive,0
5704155,Inactive,0
573245,Inactive,0
2745418,Inactive,0
135470205,Inactive,0
2745490,Inactive,0
45108883,Inactive,0
2745543,Inactive,0
2744874,Inactive,0
2745622,Inactive,0
2744954,Inactive,0
2745697,Inactive,0
2745049,Inactive,2
2745758,Inactive,11
2745088,Inactive,3
2745827,Inactive,4
2745160,Inactive,0
2745974,Inactive,0
2745197,Inactive,0
2746033,Inactive,0
2745295,Inactive,0
2746093,Inactive,0
2742200,Inactive,0
2743299,Inactive,4
2742406,Inactive,0
2743429,Inactive,0
2742493,Inactive,0
2743561,Inactive,0
2742548,Inactive,0
2743636,Inactive,0
2742717,Inactive,0
2743752,Inactive,0
2742796,Inactive,0
2743851,Inactive,0
2742851,Inactive,0
2743913,Inactive,0
2742970,Inactive,1
2743996,Inactive,0
2743026,Inactive,0
226813,Inactive,4
2743097,Inactive,2
2744323,Inactive,0
2743232,Inactive,6
2744381,Inactive,0
2744521,Inactive,0
5704159,Inactive,0
2744588,Inactive,1
2745424,Inactive,0
2744679,Inactive,0
2745495,Inactive,0
2744763,Inactive,0
2745544,Inactive,0
2744879,Inactive,0
2745625,Inactive,0
2744976,Inactive,0
2745700,Inactive,0
2745052,Inactive,0
2745761,Inactive,0
135500485,Inactive,0
2745837,Inactive,0
2745161,Inactive,0
2745977,Inactive,0
135545033,Inactive,0
2746035,Inactive,0
2745296,Inactive,0
2746115,Inactive,5
2742207,Inactive,3
2743317,Inactive,0
2742412,Inactive,0
2743452,Inactive,0
2742506,Inactive,0
2743562,Inactive,0
2742595,Inactive,0
2743639,Inactive,7
2742725,Inactive,0
2743758,Inactive,4
2742811,Inactive,0
2366666,Inactive,0
2742882,Inactive,0
2743914,Inactive,8
2742978,Inactive,7
2744016,Inactive,9
2743036,Inactive,6
2744248,Inactive,4
2743111,Inactive,1
2744326,Inactive,4
2743234,Inactive,3
2744458,Inactive,9
2744523,Inactive,0
5704165,Inactive,0
2744595,Inactive,0
2745443,Inactive,0
2744688,Inactive,0
2745497,Inactive,0
2744772,Inactive,0
2745546,Inactive,0
2744884,Inactive,0
2745655,Inactive,0
2744977,Inactive,0
2745715,Inactive,0
2745056,Inactive,0
2745786,Inactive,0
2745092,Inactive,3
2745865,Inactive,0
2745166,Inactive,7
2745978,Inactive,0
2745214,Inactive,0
2746043,Inactive,0
2745302,Inactive,0
2746117,Inactive,0
2742213,Inactive,0
2743355,Inactive,0
2742417,Inactive,0
2743491,Inactive,0
2742512,Inactive,0
719584,Inactive,0
2742608,Inactive,0
2743661,Inactive,0
2742727,Inactive,0
2743765,Inactive,0
2742820,Inactive,0
2743873,Inactive,0
2742898,Inactive,0
483984,Inactive,0
2742997,Inactive,0
2744157,Inactive,0
2743044,Inactive,0
5703978,Inactive,0
135495020,Inactive,0
2744329,Inactive,0
2743239,Inactive,0
2744480,Inactive,0
2744525,Inactive,0
2745380,Inactive,0
2744633,Inactive,0
2745451,Inactive,0
2744689,Inactive,0
2745498,Inactive,0
2744779,Inactive,0
5704195,Inactive,0
5704063,Inactive,0
2745665,Inactive,0
2745005,Inactive,0
2745716,Inactive,0
2745057,Inactive,0
2745806,Inactive,0
2745115,Inactive,0
2745872,Inactive,0
2745168,Inactive,0
2777771,Inactive,0
2745220,Inactive,0
2746046,Inactive,0
2745317,Inactive,0
2746121,Inactive,0
2742257,Inactive,0
2743358,Inactive,0
2742422,Inactive,0
2743507,Inactive,0
2742526,Inactive,0
2743577,Inactive,0
2742653,Inactive,0
2743715,Inactive,0
2742746,Inactive,0
9580840,Inactive,0
2742822,Inactive,0
2743876,Inactive,0
2742899,Inactive,0
2743935,Inactive,0
2743001,Inactive,0
2744172,Inactive,0
9580724,Inactive,6
9580876,Inactive,13
135418771,Inactive,0
2744347,Inactive,0
2743247,Inactive,0
2744481,Inactive,0
2744530,Inactive,0
2745382,Inactive,0
2744646,Inactive,0
2745453,Inactive,0
2744698,Inactive,0
2745504,Inactive,0
2744827,Inactive,0
2745571,Inactive,0
2744900,Inactive,0
2745673,Inactive,0
2745006,Inactive,0
2745739,Inactive,0
2745059,Inactive,0
2745809,Inactive,0
826440,Inactive,0
2745878,Inactive,0
1471704,Inactive,0
2745994,Inactive,0
2745260,Inactive,0
2746050,Inactive,0
2745331,Inactive,0
2746129,Inactive,0
2863312,Inactive,0
668090,Inactive,0
2836880,Inactive,4
3882388,Inactive,0
3235714,Inactive,0
24206929,Inactive,4
667818,Inactive,2
558309,Inactive,0
4983695,Inactive,9
17388603,Inactive,1
5720745,Inactive,0
3253519,Inactive,6
3555054,Inactive,5
6732812,Inactive,0
605283,Inactive,4
668282,Inactive,2
667941,Inactive,4
45109667,Inactive,2
1138363,Inactive,0
70992,Inactive,7
6858287,Inactive,0
674281,Inactive,0
555263,Inactive,0
687282,Inactive,0
629126,Inactive,0
565234,Inactive,4
139883,Inactive,4
246387,Inactive,0
687091,Inactive,0
687335,Inactive,0
1035040,Inactive,0
687358,Inactive,0
45109668,Inactive,8
5392794,Inactive,0
1283515,Inactive,0
687444,Inactive,0
687136,Inactive,3
1228209,Inactive,0
687186,Inactive,2
692825,Inactive,3
1268894,Inactive,0
3562480,Inactive,0
1584458,Inactive,4
584699,Inactive,0
3131564,Inactive,10
2827343,Inactive,1
3075074,Inactive,7
3374536,Inactive,2
5468633,Inactive,0
3289005,Inactive,4
28515,Inactive,0
557794,Inactive,0
667834,Inactive,4
45109669,Inactive,0
2835212,Inactive,0
668228,Inactive,6
1244566,Inactive,4
668263,Inactive,0
272629,Inactive,0
24206979,Inactive,0
667946,Inactive,0
45109671,Inactive,5
668016,Inactive,7
674272,Inactive,6
135883140,Inactive,0
674282,Inactive,0
674288,Inactive,0
4374627,Inactive,0
598913,Inactive,0
687300,Inactive,0
687058,Inactive,1
818157,Inactive,0
9579999,Inactive,0
687336,Inactive,0
1035021,Inactive,0
3839386,Inactive,0
687111,Inactive,0
6415052,Inactive,0
1035117,Inactive,0
1270696,Inactive,0
651145,Inactive,0
3957574,Inactive,0
1100719,Inactive,0
692827,Inactive,0
2835204,Inactive,0
3126654,Inactive,0
687252,Inactive,0
3108037,Inactive,0
3145825,Inactive,0
668096,Inactive,0
1100796,Inactive,9
4367392,Inactive,5
24206901,Inactive,5
3413696,Inactive,0
667821,Inactive,4
24206950,Inactive,0
238722,Inactive,10
45109672,Inactive,5
2165557,Inactive,4
221807,Inactive,4
4262331,Inactive,6
85333,Inactive,4
667919,Inactive,1
24206980,Inactive,0
1091262,Inactive,0
630262,Inactive,0
3143117,Inactive,11
674273,Inactive,0
135399068,Inactive,5
45109673,Inactive,13
647634,Inactive,0
4254190,Inactive,0
1283498,Inactive,0
625081,Inactive,0
135485485,Inactive,0
687324,Inactive,0
281472,Inactive,0
4353975,Inactive,0
661371,Inactive,0
6858409,Inactive,0
90072,Inactive,0
1270668,Inactive,0
644755,Inactive,0
3647123,Inactive,0
45109674,Inactive,6
687474,Inactive,0
687201,Inactive,0
1271845,Inactive,0
2835203,Inactive,0
21237786,Inactive,7
45109675,Inactive,10
692921,Inactive,0
3696693,Inactive,0
3994122,Inactive,0
3904254,Inactive,0
625555,Inactive,0
3049241,Inactive,0
45109676,Inactive,0
1046937,Inactive,0
388588,Inactive,3
649446,Inactive,4
24206963,Inactive,0
5001509,Inactive,4
95801,Inactive,0
214135,Inactive,0
3885859,Inactive,6
667924,Inactive,4
4560588,Inactive,2
44114,Inactive,0
632308,Inactive,0
3100711,Inactive,0
626866,Inactive,0
6537220,Inactive,4
629759,Inactive,0
348615,Inactive,0
1268915,Inactive,0
600350,Inactive,0
1268922,Inactive,0
2825015,Inactive,0
579852,Inactive,0
607443,Inactive,0
687348,Inactive,0
661393,Inactive,0
544514,Inactive,0
687114,Inactive,8
687414,Inactive,0
645880,Inactive,0
2265371,Inactive,0
9592483,Inactive,0
45109677,Inactive,0
536369,Inactive,0
692828,Inactive,0
687218,Inactive,0
692884,Inactive,0
687260,Inactive,0
3913883,Inactive,0
1114114,Inactive,0
668105,Inactive,0
667794,Inactive,0
668132,Inactive,0
272041,Inactive,0
24182658,Inactive,0
1244534,Inactive,0
17388601,Inactive,0
3099463,Inactive,0
300882,Inactive,0
1244557,Inactive,0
142243,Inactive,0
45109678,Inactive,0
17388608,Inactive,0
1114047,Inactive,0
533636,Inactive,0
1983334,Inactive,0
540921,Inactive,0
622734,Inactive,0
45109679,Inactive,2
6919261,Inactive,0
674286,Inactive,2
75245,Inactive,0
241616,Inactive,0
674306,Inactive,0
613927,Inactive,0
95277,Inactive,0
687325,Inactive,0
616884,Inactive,0
657499,Inactive,0
687102,Inactive,0
5392791,Inactive,0
624350,Inactive,0
1270669,Inactive,0
3131853,Inactive,0
1117877,Inactive,0
687165,Inactive,0
687478,Inactive,0
319508,Inactive,0
21236690,Inactive,0
421426,Inactive,0
692886,Inactive,0
135456481,Inactive,0
692924,Inactive,3
2931603,Inactive,0
668106,Inactive,0
667797,Inactive,0
1641071,Inactive,0
3101520,Inactive,0
668161,Inactive,0
5123640,Inactive,0
9566477,Inactive,0
667848,Inactive,0
4405036,Inactive,9
667902,Inactive,0
668235,Inactive,0
588207,Inactive,0
668276,Inactive,0
667925,Inactive,3
242268,Inactive,6
3940054,Inactive,0
674265,Inactive,5
135456482,Inactive,0
674277,Inactive,0
3396614,Inactive,0
24184138,Inactive,7
81626,Inactive,0
687291,Inactive,0
687049,Inactive,0
233093,Inactive,0
226624,Inactive,0
687327,Inactive,0
847308,Inactive,0
687352,Inactive,0
687104,Inactive,0
687398,Inactive,0
45109680,Inactive,0
618755,Inactive,0
687135,Inactive,0
1270702,Inactive,0
687170,Inactive,0
45109681,Inactive,0
4242733,Inactive,1
692840,Inactive,0
687219,Inactive,0
6732817,Inactive,0
1268912,Inactive,0
1041177,Inactive,0
4602914,Inactive,0
5331153,Inactive,0
1981918,Inactive,0
13809695,Inactive,0
667815,Inactive,0
5035162,Inactive,0
575881,Inactive,0
24206953,Inactive,0
1244551,Inactive,0
3585315,Inactive,0
598006,Inactive,0
668237,Inactive,0
1244576,Inactive,0
45109682,Inactive,0
114547,Inactive,0
