PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE
2913,Inactive,0
135398737,Inactive,0
4652,Inactive,0
64927,Inactive,0
2796,Inactive,0
2801,Inactive,0
2803,Inactive,0
2753,Inactive,0
2726,Inactive,0
2762,Inactive,0
2576,Inactive,0
19379,Inactive,0
2910,Inactive,0
104920,Inactive,0
36811,Inactive,0
3100,Inactive,0
10649,Inactive,0
65327,Inactive,0
6419921,Inactive,0
3053,Inactive,0
3019,Inactive,0
3108,Inactive,0
4943,Inactive,0
9363,Inactive,0
9363,Inactive,0
53708,Inactive,0
8307,Inactive,0
72016,Inactive,0
3194,Inconclusive,20
6207,Inactive,0
3396,Active,41
3433,Inactive,0
3386,Inactive,0
3331,Inactive,0
3372,Inactive,0
3339,Inconclusive,20
3373,Inactive,0
3442,Inactive,0
3385,Inactive,0
3356,Inactive,0
3341,Inactive,0
3325,Inactive,0
3397,Inconclusive,21
3333,Inconclusive,20
3478,Inactive,0
3446,Inactive,0
3488,Inactive,0
71401,Inactive,0
135398740,Inactive,0
5280961,Inactive,0
3559,Inactive,0
9351,Inactive,0
5702293,Inactive,0
3639,Inactive,0
774,Inactive,0
681,Inactive,0
3657,Inactive,0
785,Inactive,0
3672,Inactive,0
55918,Inactive,0
3779,Inactive,0
54459,Inactive,0
3696,Inactive,0
133621,Inactive,0
3827,Inactive,0
3932,Inactive,0
3965,Inactive,0
3878,Inactive,0
3955,Inactive,0
39562,Inactive,0
3899,Inconclusive,20
3676,Inactive,0
3883,Inactive,0
3957,Inconclusive,21
4170,Inactive,0
65710,Inactive,0
4168,Inactive,0
4122,Inactive,0
4810,Inactive,0
4184,Inactive,0
5353788,Inactive,0
4201,Inactive,0
6420039,Inactive,0
896,Inactive,0
119442,Inactive,0
51082,Inactive,0
4032,Inactive,0
4054,Inactive,0
4011,Inactive,0
4507,Inconclusive,20
4497,Inactive,0
4500,Inactive,0
4567,Inactive,0
4418,Inactive,0
4488,Inactive,0
4495,Inactive,0
4472,Inactive,0
4477,Inconclusive,20
71398,Inactive,0
4474,Inconclusive,20
4485,Inactive,0
4493,Inactive,0
39214,Inactive,0
4581,Inactive,0
4628,Inactive,0
4636,Inactive,0
4626,Inactive,0
4615,Inactive,0
4847,Inactive,0
4828,Inactive,0
4671,Inactive,0
4740,Inactive,0
16362,Inconclusive,20
40632,Inactive,0
6084,Inactive,0
4927,Inactive,0
4932,Inactive,0
4843,Inactive,0
4992,Inactive,0
54676228,Inactive,0
1676,Inactive,0
4748,Inactive,0
5917,Inactive,0
5887,Inactive,0
61100,Inactive,0
1046,Inactive,0
4909,Inactive,0
4848,Inactive,0
24351,Inactive,0
9373,Inactive,0
4781,Inactive,0
4781,Inactive,0
6603149,Inactive,0
4850,Inactive,0
4913,Inactive,0
4938,Inactive,0
5795,Inactive,0
5702242,Inactive,0
3001055,Inactive,0
5074,Inactive,0
5070,Inactive,0
5073,Inactive,0
68712,Inactive,0
54900,Inactive,0
5095,Inactive,0
445154,Inactive,0
56959,Inactive,0
37542,Inactive,0
5268,Inactive,0
5253,Inactive,0
5335,Inactive,0
131746,Inactive,0
72124,Inactive,0
5233,Inactive,0
2083,Inactive,0
8515,Inactive,0
5154,Active,42
5265,Inactive,0
1548887,Inconclusive,20
3448,Inactive,0
656665,Inactive,0
24871267,Inconclusive,20
5387,Inactive,0
5426,Inactive,0
5702214,Inactive,0
1123,Inactive,0
5454,Inconclusive,20
5505,Inactive,0
3117,Inactive,0
5503,Inactive,0
5610,Inactive,0
5546,Inactive,0
5429,Inactive,0
864,Inactive,0
62935,Inactive,0
2052,Inactive,0
2061,Inactive,0
1359,Inactive,0
8695,Inactive,0
5578,Inactive,0
54840,Inactive,0
671690,Inactive,0
5452,Inconclusive,20
5405,Inactive,0
5405,Inactive,0
5593,Inactive,0
5639,Inactive,0
2435,Inactive,0
2520,Inactive,0
5665,Inactive,0
2998,Inactive,0
5707,Inactive,0
155774,Inactive,0
5282386,Inactive,0
135399235,Inactive,0
5723,Inactive,0
6100,Inactive,0
31195,Inactive,0
23663954,Inactive,0
71399,Inactive,0
23681233,Inactive,0
60196260,Inactive,0
11953895,Inactive,0
54670067,Inactive,0
135445761,Inactive,0
5803,Inactive,0
6419941,Inactive,0
5284486,Inactive,0
5883,Inactive,0
5892,Inactive,0
3440,Inactive,0
4174,Inactive,0
5905,Inactive,0
9552079,Inactive,0
6708701,Inactive,0
45105092,Inactive,0
4911,Inactive,0
5324,Inactive,0
5995,Inactive,0
5342,Inactive,0
4993,Inactive,0
6009,Inactive,0
4055,Inactive,0
3278,Inactive,0
3759,Inactive,0
938,Inactive,0
6047,Inactive,0
6048,Inactive,0
60196261,Inactive,0
1349907,Inactive,0
2206,Inactive,0
6093,Inactive,0
4044,Inactive,0
2148,Inactive,0
6103,Inactive,0
4754,Inactive,0
6114,Inactive,0
6126,Inactive,0
6135,Inconclusive,20
5333,Inactive,0
2310,Inactive,0
54682468,Inactive,0
54686764,Inactive,0
54704426,Inactive,0
6166,Inactive,0
54676038,Inactive,0
5311498,Inactive,0
6231,Inactive,0
5215,Inactive,0
6234,Inactive,0
3775,Inactive,0
5340,Inactive,0
5775,Inactive,0
2315,Inactive,0
6307,Inactive,0
6461,Inactive,0
4994,Inactive,0
2732,Inactive,0
3291,Inactive,0
2955,Inactive,0
6634,Inactive,0
5330,Inactive,0
3828,Inactive,0
4760,Inactive,0
6741,Inactive,0
192197,Inconclusive,20
667476,Inactive,0
6769,Active,41
4806,Inactive,0
3025,Inactive,0
6839,Inactive,0
3292,Inactive,0
4075,Inactive,0
5280567,Inactive,0
644020,Inactive,0
2343,Inactive,0
3293,Inactive,0
3516,Inactive,0
7172,Inactive,0
2337,Inactive,0
2482,Inactive,0
7184,Inactive,0
3735,Inactive,0
204,Inactive,0
7638,Inactive,0
1983,Inactive,0
7699,Inactive,0
15723,Inactive,0
5315,Inactive,0
3038,Inactive,0
5104,Inactive,0
8478,Inconclusive,20
8480,Inactive,0
5323,Inactive,0
2145,Inactive,0
4621,Inactive,0
5576,Inactive,0
5344,Inactive,0
5319,Inactive,0
5325,Inactive,0
10133,Inactive,0
275196,Inactive,0
4641,Inactive,0
8520,Inactive,0
2788,Inactive,0
8569,Inactive,0
4632,Inactive,0
66063,Inactive,0
65464,Inactive,0
5560,Inactive,0
3647,Inactive,0
67313,Inactive,0
3607,Inactive,0
5328,Inactive,0
5336,Inactive,0
5430,Inactive,0
2480,Inactive,0
9051,Inactive,0
54676537,Inactive,0
6433169,Inactive,0
4114,Inactive,0
67533,Inactive,0
3503,Inactive,0
21138,Inactive,0
9458,Inactive,0
224246,Inactive,0
9642,Inactive,0
9703,Inactive,0
9878,Inactive,0
4173,Inactive,0
5284613,Inactive,0
91453,Inactive,0
3182,Inactive,0
221071,Inactive,0
2883,Inactive,0
1892,Inactive,0
10621,Inactive,0
5282318,Inactive,0
10648,Inactive,0
34458,Inactive,0
3371,Inactive,0
5281417,Inactive,0
4107,Inconclusive,20
10766,Inactive,0
102426,Inactive,0
164652,Inactive,0
2761171,Inactive,0
68304,Inactive,0
10830,Inconclusive,20
3168,Inactive,0
11078,Inactive,0
11102,Inactive,0
4100,Inactive,0
68385,Inactive,0
11289,Inactive,0
11368,Inactive,0
11391,Inactive,0
11683,Inactive,0
9915886,Inactive,0
4977,Inactive,0
2391,Inactive,0
6433208,Inactive,0
12456,Inactive,0
2804,Inactive,0
9570076,Inactive,0
73957,Inactive,0
5326,Inactive,0
3081,Inactive,0
5329,Inactive,0
2904,Inactive,0
5280723,Inactive,0
54680694,Inactive,0
13266,Inactive,0
14709,Inactive,0
2797,Inactive,0
2724,Inactive,0
6420022,Inactive,0
101925,Inactive,0
441328,Inactive,0
13764,Inconclusive,20
5702159,Inactive,0
54688689,Inactive,0
14051,Inactive,0
4165,Inactive,0
122824,Inactive,0
64713,Inactive,0
14219,Inactive,0
236702,Inactive,0
5526,Inactive,0
71611,Inactive,0
5332,Inactive,0
60196262,Inactive,0
16129666,Inactive,0
16051954,Inactive,0
60196264,Inactive,0
91505,Inactive,0
207841,Inactive,0
15209,Inactive,0
64722,Inactive,0
62413,Inactive,0
15443,Inactive,0
92163,Inactive,0
2723716,Inactive,0
3366,Inactive,0
2794,Inactive,0
16363,Inactive,0
16490,Inactive,0
4487,Inactive,0
443935,Inactive,0
5510,Inconclusive,20
2466,Inactive,0
17134,Inactive,0
17275,Inactive,0
17276,Inactive,0
247839,Inactive,0
17683,Inactive,0
9883104,Inactive,0
18340,Inactive,0
443943,Inactive,0
3634,Inactive,0
76621,Inactive,0
3926,Inactive,0
19003,Inactive,0
19004,Inactive,0
6420038,Inactive,0
441345,Inactive,0
92968,Inactive,0
3690,Inactive,0
19675,Inactive,0
5585,Inactive,0
54685047,Inactive,0
2446,Inactive,0
6419888,Inactive,0
210320,Inactive,0
6420071,Inactive,0
3394,Inactive,0
21743,Inactive,0
3332,Inactive,0
22162,Inactive,0
441333,Inactive,0
6419942,Inactive,0
6420040,Inactive,0
3418,Inactive,0
6419978,Inactive,0
71172,Inactive,0
4922,Inactive,0
20056627,Inactive,0
5282484,Inactive,0
5094,Inactive,0
5284447,Inactive,0
5284619,Inactive,0
14985,Inactive,0
5284629,Inconclusive,20
2448,Inactive,0
54685920,Inactive,0
5282367,Inactive,0
83201,Inactive,0
26098,Inactive,0
610479,Inactive,0
26596,Inactive,0
26758,Inactive,0
26964,Inactive,0
5281069,Inactive,0
161104,Inactive,0
21158559,Inactive,0
27200,Inactive,0
5531,Inactive,0
9883259,Inactive,0
27648,Inactive,0
5702161,Inactive,0
28061,Inactive,0
5284579,Inactive,0
3242,Inactive,0
29327,Inactive,0
5479,Inactive,0
4855,Inactive,0
3074,Inactive,0
6473881,Inactive,0
3475,Inactive,0
16051951,Inactive,0
64740,Inactive,0
4612,Inactive,0
3825,Inactive,0
68552,Inactive,0
31072,Inactive,0
2320,Inactive,0
3059,Inactive,0
3276,Inactive,0
3326,Inactive,0
4189,Inactive,0
441334,Inactive,0
31728,Inactive,0
31772,Inactive,0
4912,Inactive,0
155290,Inactive,0
108013,Inactive,0
24733,Inactive,0
32169,Inactive,0
446541,Inactive,0
32681,Inactive,0
441374,Inactive,0
3463,Inactive,0
33624,Inactive,0
5362,Inactive,0
3760,Inactive,0
5284409,Inactive,0
35375,Inactive,0
443944,Inactive,0
4030,Inactive,0
62884,Inactive,0
34632,Inactive,0
71412,Inactive,0
47471,Inactive,0
115162,Inactive,0
36294,Inactive,0
5468,Inconclusive,20
36339,Inactive,0
91610,Inactive,0
5284558,Inactive,0
33478,Inactive,0
5282493,Inactive,0
441307,Inactive,0
54677972,Inactive,0
5282169,Inactive,0
6420013,Inactive,0
37392,Inactive,0
3335,Inactive,0
3081545,Inactive,0
441398,Inactive,0
38010,Inactive,0
20055558,Inactive,0
5359,Inactive,0
3308,Inactive,0
39042,Inactive,0
39147,Inactive,0
4409,Inactive,0
443955,Inactive,0
3334,Inactive,0
16051942,Inactive,0
47965,Inactive,0
60196265,Inactive,0
40000,Inactive,0
40127,Inactive,0
4831,Inactive,0
20055515,Inactive,0
20056828,Inactive,0
5472,Inactive,0
2082,Inactive,0
4891,Inactive,0
4849,Inactive,0
41781,Inactive,0
60196266,Inactive,0
3742,Inactive,0
65483,Inactive,0
54677971,Inactive,0
5284373,Inactive,0
65492,Inactive,0
43231,Inactive,0
43507,Inactive,0
65495,Inactive,0
5092,Inactive,0
170344,Inactive,0
44383,Inactive,0
71486,Inactive,0
456201,Inactive,0
5281098,Inactive,0
3085326,Inactive,0
441383,Inactive,0
2247,Inconclusive,20
53025,Inactive,0
4539,Inactive,0
114811,Inactive,0
3736,Inactive,0
5353,Inactive,0
4594,Inactive,0
6714002,Inactive,0
3229,Inactive,0
104838,Inactive,0
3784,Inactive,0
4513,Inactive,0
54117,Inactive,0
6438130,Inactive,0
54362,Inactive,0
54384,Inactive,0
54454,Inactive,0
444037,Inactive,0
54580,Inactive,0
2769,Inactive,0
60561,Inactive,0
71764,Inactive,0
54765,Inactive,0
4583,Inactive,0
55182,Inactive,0
441336,Inactive,0
6420010,Inactive,0
55397,Inactive,0
5362129,Inactive,0
3741,Inactive,0
71771,Inactive,0
3724,Inactive,0
62999,Inactive,0
3476,Inactive,0
74989,Inactive,0
441130,Inactive,0
68624,Inactive,0
57363,Inactive,0
200103,Inactive,0
3902,Inactive,0
6918132,Inactive,0
65981,Inactive,0
68844,Inactive,0
5284630,Inactive,0
312915,Inactive,0
82153,Inactive,0
636374,Inactive,0
3114,Inactive,0
441080,Inactive,0
16051987,Inactive,0
20848883,Inactive,0
26534,Inactive,0
108173,Inactive,0
20298,Inactive,0
6604155,Inactive,0
657381,Inactive,0
6202,Inactive,0
6604472,Inactive,0
8505,Inactive,0
23675317,Inactive,0
8732,Inactive,0
62881,Inactive,0
8813,Inactive,0
201412,Inactive,0
23675320,Inactive,0
23672955,Inactive,0
44420324,Inactive,0
23663939,Inactive,0
15432,Inactive,0
264891,Inactive,0
6604492,Inactive,0
92178,Inactive,0
17506,Inactive,0
54680693,Inactive,0
19518,Inactive,0
6604495,Inactive,0
470375,Inactive,0
21718,Inactive,0
6604497,Inactive,0
522325,Inactive,0
135802074,Inactive,0
5284452,Inactive,0
2725002,Inactive,0
22529,Inactive,0
23663959,Inactive,0
64646,Inactive,0
60196267,Inactive,0
23704143,Inactive,0
23702,Inactive,0
636402,Inactive,0
5018304,Inactive,0
23667299,Inactive,0
23675312,Inactive,0
60196268,Inactive,0
23681059,Inconclusive,20
3702,Inactive,0
6419962,Inactive,0
23672568,Inactive,0
60196269,Inactive,0
23684677,Inactive,0
6420020,Inactive,0
38911,Inactive,0
60196270,Inactive,0
6604087,Inactive,0
11954258,Inactive,0
6604557,Inactive,0
6420033,Inactive,0
441308,Inactive,0
23666711,Inactive,0
6604561,Inactive,0
47320,Inactive,0
23672566,Inactive,0
23677829,Inactive,0
441242,Inactive,0
54676538,Inactive,0
6604122,Inactive,0
62978,Inactive,0
6536864,Inactive,0
5362118,Inactive,0
175533,Inactive,0
23671691,Inactive,0
9571075,Inactive,0
9940086,Inactive,0
969516,Active,41
10114,Inactive,0
5281855,Inactive,0
442291,Inactive,0
9651,Inactive,0
28693,Inactive,0
8226,Inactive,0
34040,Inactive,0
643606,Inactive,0
444795,Inactive,0
493570,Inactive,0
3840,Inactive,0
656743,Inactive,0
174174,Inactive,0
1548943,Inactive,0
445354,Inactive,0
6758,Active,42
47812,Inactive,0
10531,Inactive,0
6271,Inactive,0
3728,Inactive,0
163751,Inactive,0
941361,Inactive,0
5258,Inactive,0
2153,Inactive,0
3969,Inactive,0
8691,Inactive,0
51634,Inactive,0
71188,Inactive,0
2406,Inconclusive,20
460129,Inactive,0
20279,Inactive,0
4421,Inactive,0
5282230,Inactive,0
5324346,Inactive,0
4764,Inconclusive,20
443955,Inactive,0
3374,Inactive,0
8593,Inactive,0
3169,Inactive,0
5853,Inactive,0
4622,Inactive,0
71651,Inactive,0
5320,Inconclusive,20
5327,Inactive,0
3295,Inactive,0
157921,Inactive,0
2378,Inactive,0
5748,Inactive,0
68589,Active,40
5282494,Inactive,0
55283,Inactive,0
3627,Inactive,0
26248,Inactive,0
3115,Inactive,0
5354,Inconclusive,20
53001,Inactive,0
27368,Inactive,0
1775,Inactive,0
298107,Inactive,0
27503,Inactive,0
9687,Inactive,0
3822,Inactive,0
9912,Inactive,0
440707,Inactive,0
222757,Inactive,0
6215,Inactive,0
5284616,Inactive,0
657201,Inactive,0
5388962,Inactive,0
5284594,Inactive,0
10607,Inactive,0
71414,Inactive,0
5952,Inactive,0
12035,Inactive,0
16574,Inactive,0
5753,Inactive,0
51039,Inactive,0
9324,Inactive,0
657298,Inactive,0
5754,Inactive,0
104845,Inactive,0
6436,Inactive,0
18283,Inactive,0
5910,Inactive,0
53232,Inconclusive,20
5311067,Inactive,0
44093,Inactive,0
60961,Inactive,0
5790,Inactive,0
6128,Inactive,0
35370,Inactive,0
9681,Inactive,0
30323,Inactive,0
5284443,Inactive,0
39186,Inactive,0
5852,Inactive,0
101616,Inactive,0
10219,Inactive,0
5310987,Inactive,0
71080,Inactive,0
83887,Inactive,0
10255,Inactive,0
2264,Inactive,0
31101,Inactive,0
2755,Inactive,0
2562,Inactive,0
34359,Inactive,0
5475158,Inactive,0
51173,Inactive,0
2120,Inactive,0
68186,Inactive,0
3689,Inactive,0
4106,Inactive,0
38852,Inactive,0
68600,Inactive,0
5282443,Inactive,0
135512460,Inactive,0
1979,Inactive,0
65854,Inactive,0
2829432,Inactive,0
108092,Inactive,0
123924,Inactive,0
2377,Inactive,0
4930,Inactive,0
4883,Inactive,0
9409,Inactive,0
5278,Inactive,0
10783,Inactive,0
3517,Inactive,0
688272,Inactive,0
54477,Inactive,0
5311093,Inactive,0
5311429,Inactive,0
127404,Inactive,0
2733525,Inconclusive,20
104741,Inconclusive,20
47936,Inactive,0
688561,Inactive,0
107867,Inactive,0
4302960,Inactive,0
126941,Inactive,0
68736,Inactive,0
45073437,Inactive,0
6167,Inactive,0
93504,Inactive,0
45356872,Inactive,0
60196271,Inactive,0
54676478,Inactive,0
55245,Inactive,0
53388,Inactive,0
55329,Inactive,0
219050,Inactive,0
60510,Inactive,0
9952220,Inactive,0
51576,Inactive,0
9928181,Inactive,0
24978536,Inactive,0
3033769,Inactive,0
56971,Inactive,0
6918029,Inactive,0
127150,Inactive,0
4205,Inactive,0
68601,Inactive,0
6005,Inactive,0
47528,Inactive,0
10466908,Inactive,0
71827,Inactive,0
4235,Inactive,0
30627,Inactive,0
2999413,Active,40
16124,Inactive,0
2000,Inactive,0
7619,Inactive,0
65768,Inactive,0
68872,Inactive,0
69588,Inactive,0
62960,Inactive,0
2843496,Inactive,0
4463,Inactive,0
34312,Inactive,0
5379,Inactive,0
57469,Inactive,0
68713,Inactive,0
68928,Inactive,0
118264,Inactive,0
4990,Inactive,0
176015,Inactive,0
33925,Inactive,0
15139,Inactive,0
12901,Inactive,0
6129,Inactive,0
159055,Inactive,0
6654,Inactive,0
5447130,Inactive,0
7594,Inactive,0
24812,Inactive,0
23668192,Inactive,0
11074431,Inactive,0
31236,Inactive,0
1030,Inactive,0
7628,Inactive,0
3054,Inactive,0
16220118,Inactive,0
5288209,Inactive,0
447043,Inactive,0
24502,Inactive,0
460612,Inactive,0
2767,Inactive,0
135398743,Inactive,0
30541,Inactive,0
5865,Inactive,0
444913,Inactive,0
6035,Inactive,0
444041,Inactive,0
41684,Inconclusive,20
5366546,Inactive,0
8346,Inactive,0
64142,Inactive,0
20039,Inactive,0
931,Inactive,0
6212,Inactive,0
2724385,Inactive,0
2365,Inactive,0
5280965,Inactive,0
4684,Inactive,0
19266,Inactive,0
7239,Inactive,0
460,Inactive,0
9444,Inactive,0
3562,Inactive,0
5794,Inactive,0
2723601,Inactive,0
1176,Inactive,0
5339,Inactive,0
2478,Inactive,0
3776,Inactive,0
338733,Inconclusive,20
24769,Inactive,0
1140,Inactive,0
753,Inactive,0
7582,Inactive,0
379,Inactive,0
263,Inactive,0
8197,Inactive,0
7175,Inactive,0
612,Inactive,0
6781,Inactive,0
6862,Inactive,0
3039,Inactive,0
1004,Inactive,0
10866,Inactive,0
5590,Inactive,0
10635,Inactive,0
5943,Inactive,0
10204,Inactive,0
3423265,Inactive,0
6421,Inactive,0
8816,Inconclusive,20
23665760,Inactive,0
4064,Inactive,0
9880,Inconclusive,20
8606,Active,40
23668196,Inactive,0
5280450,Inactive,0
16682730,Active,84
978,Inactive,0
31553,Inconclusive,20
5280934,Inactive,0
8005,Inactive,0
439280,Inactive,0
8053,Inactive,0
7912,Inactive,0
3036,Inactive,0
3017,Inactive,0
7765,Inactive,0
656655,Inactive,0
134601,Inactive,0
4133,Inactive,0
6348,Inactive,0
3485,Inactive,0
11057,Inconclusive,20
8003,Inactive,0
445639,Inactive,0
441140,Inactive,0
667493,Inactive,0
370,Inactive,0
7108,Active,40
3121,Inactive,0
19188,Inactive,0
2155,Inactive,0
887,Inactive,0
227,Inactive,0
180,Inactive,0
17142,Inactive,0
1483,Inactive,0
3598,Inconclusive,20
7271,Inconclusive,20
6575,Inactive,0
3610,Inconclusive,20
4284,Inactive,0
3552,Inactive,0
7860,Inactive,0
8447,Inactive,0
5770,Inactive,0
10316,Inactive,0
54680782,Inactive,0
10850,Inactive,0
12332,Inactive,0
3037,Active,42
904,Inactive,0
7362,Inactive,0
2202,Inactive,0
1732,Inactive,0
14782,Inactive,0
196,Inactive,0
7452,Inactive,0
12358480,Inactive,0
967,Inactive,0
2950,Inactive,0
14710,Inactive,0
6374,Inactive,0
9015,Inactive,0
8400,Inactive,0
7416,Inactive,0
1549517,Inactive,0
5147,Inactive,0
12124,Inactive,0
5281034,Inactive,0
6537493,Active,41
6597,Inactive,0
3314,Inactive,0
2662,Active,41
12749,Inactive,0
60934,Inactive,0
7338,Inactive,0
7703,Inactive,0
5054,Inactive,0
323,Inactive,0
4509,Inactive,0
1057,Inactive,0
637511,Inactive,0
3301,Inactive,0
8425,Active,41
5991,Inactive,0
5757,Inactive,0
41375,Inactive,0
5455,Inactive,0
5284416,Active,82
7211,Inactive,0
22571,Inconclusive,20
5281,Inactive,0
5541,Inactive,0
3282,Inactive,0
3346,Inactive,0
667490,Inactive,0
6643,Inconclusive,20
712,Inactive,0
2758,Inactive,0
5565,Inactive,0
10255083,Inactive,0
643460,Inactive,0
5971,Inactive,0
8857,Inactive,0
7835,Inactive,0
6264,Inconclusive,20
7573,Inconclusive,20
5935,Inactive,0
2942,Inactive,0
244,Inactive,0
5284469,Inactive,0
8362,Inactive,0
4004,Inactive,0
122685,Inactive,0
22985,Inactive,0
108005,Inactive,0
20055509,Inactive,0
61444,Inactive,0
516919,Inactive,0
26041,Inactive,0
9787,Inactive,0
15106,Inactive,0
13266,Inactive,0
9280,Inactive,0
2723598,Inactive,0
25150753,Inactive,0
6435801,Inactive,0
60910,Inactive,0
6436135,Inactive,0
65399,Inactive,0
57364,Inactive,0
60703,Inactive,0
3045335,Inactive,0
5280360,Inactive,0
107930,Inactive,0
60196272,Inactive,0
63009,Inactive,0
6291,Inactive,0
37768,Inactive,0
936,Inactive,0
6253,Inactive,0
7389,Inactive,0
9060,Inactive,0
71417,Inactive,0
51763,Inactive,0
73334,Inactive,0
5462653,Inactive,0
71587,Inactive,0
180559,Inactive,0
148673,Inactive,0
446727,Inactive,0
169743,Inactive,0
6852400,Inactive,0
60196273,Inactive,0
60196274,Inactive,0
36605,Inactive,0
854019,Inactive,0
60839,Inactive,0
10131132,Inactive,0
5881,Inactive,0
23694217,Inactive,0
57004,Inactive,0
6918215,Inactive,0
37274,Inactive,0
3058739,Inactive,0
5983,Inactive,0
6917728,Inactive,0
68626,Inactive,0
18343,Inactive,0
6435335,Inactive,0
6238,Inactive,0
66091,Inactive,0
441337,Inactive,0
636362,Inactive,0
11957572,Inactive,0
10314472,Inactive,0
55305,Inactive,0
23704140,Inactive,0
11957593,Inactive,0
104762,Inactive,0
28767,Inactive,0
60662,Active,40
9082,Inactive,0
135242,Inactive,0
6433339,Inactive,0
6081,Inactive,0
21467,Inactive,0
54685925,Inactive,0
6420042,Inactive,0
16219744,Inactive,0
441350,Inactive,0
3074827,Inactive,0
11957635,Inactive,0
8667,Inactive,0
84605,Inactive,0
5358907,Inactive,0
11957654,Inactive,0
65341,Inactive,0
442291,Inactive,0
5281064,Inactive,0
135418296,Inactive,0
11957669,Inactive,0
9279,Inactive,0
7550,Inactive,0
66245,Inactive,0
22475,Inactive,0
71077,Inactive,0
56801,Inactive,0
123015,Inactive,0
5311064,Inactive,0
9899402,Inactive,0
66007,Inactive,0
6434250,Inactive,0
66069,Inactive,0
5702285,Inactive,0
11957707,Inactive,0
3060974,Inconclusive,20
73093,Inactive,0
5946,Inactive,0
27944,Inactive,0
443951,Inactive,0
11647992,Inactive,0
11957725,Inactive,0
167980,Inactive,0
115227,Inactive,0
60196275,Inactive,0
6420041,Inactive,0
2871,Inactive,0
5216,Inactive,0
3120,Inactive,0
4685,Inactive,0
727,Inactive,0
6434889,Inactive,0
2075,Inactive,0
4767,Inactive,0
86287518,Inactive,0
36324,Inactive,0
3352,Active,41
1990,Inactive,0
33613,Inactive,0
1201549,Inactive,0
20933,Inactive,0
2723,Inactive,0
5959,Inactive,0
46224595,Inactive,0
3023,Inactive,0
21653,Inactive,0
65326,Inactive,0
12560,Inactive,0
13791,Active,40
102428,Inactive,0
2723635,Inactive,0
23702555,Inactive,0
3718,Inconclusive,20
6883,Inactive,0
11333,Inactive,0
6279,Inactive,0
23678596,Inactive,0
4511,Inactive,0
6230,Inactive,0
83823,Inactive,0
160157,Inactive,0
4753,Inactive,0
60196276,Inactive,0
5755,Inactive,0
5834,Inactive,0
135398735,Inactive,0
5146,Inactive,0
16684434,Active,82
31307,Inactive,0
44134533,Inactive,0
60196278,Active,85
16220118,Inactive,0
1985,Inactive,0
443101,Inactive,0
2453,Inactive,0
9794197,Inactive,0
3362,Inconclusive,20
5702132,Inactive,0
15376,Inactive,0
198015,Inactive,0
439174,Inactive,0
60196279,Inactive,0
3723,Inactive,0
2122,Inactive,0
190,Inactive,0
442021,Inactive,0
92806,Inactive,0
5702162,Inactive,0
443311,Inactive,0
3083802,Inactive,0
5702167,Inactive,0
33254,Inactive,0
4059,Inactive,0
1984,Inactive,0
5143,Inactive,0
