PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE
5405,Inconclusive,10
5593,Inactive,0
5639,Inactive,0
2435,Inconclusive,20
2520,Inconclusive,10
5665,Inconclusive,10
2998,Inconclusive,10
5707,Inconclusive,10
155774,Inactive,0
5282386,Inconclusive,10
135399235,Inconclusive,10
5723,Inactive,0
6100,Inactive,0
31195,Inactive,0
23663954,Inactive,0
71399,Inconclusive,10
23681233,Inactive,0
60196260,Inactive,0
11953895,Inactive,0
54670067,Inactive,0
135445761,Inactive,0
5803,Inconclusive,10
6419941,Inconclusive,10
5284486,Active,43
5883,Inactive,0
5892,Inconclusive,10
3440,Inactive,0
4174,Inactive,0
5905,Inactive,0
9552079,Inconclusive,10
6708701,Active,87
45105092,Inconclusive,10
4911,Inactive,0
5324,Inactive,0
5995,Inconclusive,10
5342,Inactive,0
4993,Inactive,0
6009,Inactive,0
4055,Inconclusive,10
3278,Inconclusive,20
3759,Inconclusive,10
938,Inactive,0
6047,Inconclusive,10
6048,Inactive,0
60196261,Inconclusive,10
1349907,Inconclusive,10
2206,Inactive,0
6093,Inconclusive,20
4044,Inconclusive,10
2148,Inconclusive,10
6103,Inactive,0
4754,Inactive,0
6114,Inconclusive,10
6126,Inconclusive,10
6135,Inconclusive,10
5333,Inconclusive,20
2310,Inactive,0
54682468,Inactive,0
54686764,Inactive,0
54704426,Inconclusive,10
6166,Inactive,0
54676038,Active,43
5311498,Inactive,0
6231,Inconclusive,10
5215,Inconclusive,10
6234,Inactive,0
3775,Inactive,0
5340,Inactive,0
5775,Inconclusive,10
2315,Inconclusive,10
6307,Inconclusive,10
6461,Inactive,0
4994,Inactive,0
2732,Inconclusive,10
3291,Inconclusive,10
2955,Inconclusive,10
6634,Inactive,0
5330,Inconclusive,10
3828,Inconclusive,10
4760,Inconclusive,20
6741,Inconclusive,10
192197,Active,43
667476,Active,43
6769,Inconclusive,10
4806,Inactive,0
3025,Inconclusive,10
6839,Inconclusive,10
3292,Inconclusive,10
4075,Inconclusive,10
5280567,Inactive,0
644020,Inactive,0
2343,Inconclusive,10
3293,Inactive,0
3516,Inactive,0
7172,Inactive,0
2337,Inactive,0
2482,Inactive,0
7184,Active,41
3735,Inactive,0
204,Inactive,0
7638,Active,42
1983,Inactive,0
7699,Active,41
15723,Inactive,0
5315,Inactive,0
3038,Inactive,0
5104,Inactive,0
8478,Active,82
8480,Inactive,0
5323,Inactive,0
2145,Inactive,0
4621,Inconclusive,10
5576,Inconclusive,10
5344,Inactive,0
5319,Inactive,0
5325,Inactive,0
10133,Inconclusive,10
275196,Inactive,0
4641,Inconclusive,10
8520,Inconclusive,10
2788,Inconclusive,10
8569,Active,43
4632,Inconclusive,10
66063,Inconclusive,10
65464,Inconclusive,10
5560,Inactive,0
3647,Inactive,0
67313,Inactive,0
3607,Inactive,0
5328,Inconclusive,10
5336,Inactive,0
5430,Inconclusive,10
2480,Inconclusive,10
9051,Inconclusive,10
54676537,Active,43
6433169,Inactive,0
4114,Inactive,0
67533,Inconclusive,10
3503,Active,82
21138,Inconclusive,10
9458,Inactive,0
224246,Inconclusive,10
9642,Inactive,0
9703,Inconclusive,10
9878,Inconclusive,10
4173,Inactive,0
5284613,Active,91
91453,Inactive,0
3182,Inactive,0
221071,Inactive,0
2883,Inconclusive,10
1892,Inactive,0
10621,Inactive,0
5282318,Inconclusive,10
10648,Inconclusive,10
34458,Inconclusive,21
3371,Active,40
5281417,Inactive,0
4107,Inactive,0
10766,Inactive,0
102426,Inconclusive,10
164652,Inactive,0
2761171,Inconclusive,10
68304,Inactive,0
10830,Inconclusive,10
3168,Inactive,0
11078,Inconclusive,10
11102,Active,41
4100,Inconclusive,10
68385,Inactive,0
11289,Inconclusive,10
11368,Inactive,0
11391,Inactive,0
11683,Inconclusive,10
9915886,Inconclusive,10
4977,Inactive,0
2391,Active,62
6433208,Inconclusive,10
12456,Active,85
2804,Inactive,0
9570076,Inactive,0
73957,Inconclusive,10
5326,Inactive,0
3081,Inactive,0
5329,Inactive,0
2904,Inactive,0
5280723,Inconclusive,10
54680694,Inactive,0
13266,Inactive,0
14709,Inactive,0
2797,Inactive,0
2724,Inconclusive,10
6420022,Inconclusive,10
101925,Inactive,0
441328,Inactive,0
13764,Active,86
5702159,Inconclusive,22
54688689,Inactive,0
14051,Inactive,0
4165,Inconclusive,10
122824,Inactive,0
64713,Inactive,0
14219,Inconclusive,10
236702,Inconclusive,10
5526,Inactive,0
71611,Inconclusive,10
5332,Inconclusive,10
60196262,Inactive,0
16129666,Inconclusive,10
16051954,Inactive,0
60196264,Inconclusive,10
91505,Inconclusive,10
207841,Inconclusive,10
15209,Inconclusive,10
64722,Inconclusive,10
62413,Inconclusive,10
15443,Inactive,0
92163,Inactive,0
2723716,Inconclusive,10
3366,Inactive,0
2794,Inconclusive,10
16363,Inactive,0
16490,Inconclusive,10
4487,Inactive,0
443935,Active,42
5510,Inactive,0
2466,Inconclusive,10
17134,Inactive,0
17275,Inactive,0
17276,Inactive,0
247839,Inconclusive,10
17683,Inactive,0
9883104,Inconclusive,10
18340,Inconclusive,10
443943,Active,42
3634,Inconclusive,10
76621,Inactive,0
3926,Inconclusive,10
19003,Inconclusive,10
19004,Inactive,0
6420038,Inconclusive,10
441345,Inactive,0
92968,Inactive,0
3690,Inactive,0
19675,Inconclusive,10
5585,Inconclusive,10
54685047,Inactive,0
2446,Inactive,0
6419888,Inactive,0
210320,Inactive,0
6420071,Inactive,0
3394,Inconclusive,10
21743,Inactive,0
3332,Inactive,0
22162,Inactive,0
441333,Inactive,0
6419942,Inconclusive,10
6420040,Inconclusive,20
3418,Inactive,0
6419978,Inactive,0
71172,Inconclusive,24
4922,Inconclusive,10
20056627,Inactive,0
5282484,Inconclusive,10
5094,Inconclusive,10
5284447,Inactive,0
5284619,Inconclusive,10
14985,Inactive,0
5284629,Active,42
2448,Inconclusive,10
54685920,Inconclusive,10
5282367,Inactive,0
83201,Inactive,0
26098,Inactive,0
610479,Active,83
26596,Active,44
26758,Inactive,0
26964,Inconclusive,10
5281069,Inconclusive,10
161104,Inconclusive,10
21158559,Inactive,0
27200,Inactive,0
5531,Inconclusive,10
9883259,Inactive,0
27648,Inconclusive,10
5702161,Inactive,0
28061,Inconclusive,10
5284579,Inactive,0
3242,Inactive,0
29327,Inactive,0
5479,Inactive,0
4855,Inactive,0
3074,Inconclusive,10
6473881,Inconclusive,10
3475,Inconclusive,10
16051951,Inactive,0
64740,Inactive,0
4612,Inactive,0
3825,Inactive,0
68552,Inactive,0
31072,Inactive,0
2320,Inactive,0
3059,Active,42
3276,Inconclusive,10
3326,Inactive,0
4189,Inconclusive,10
441334,Inactive,0
31728,Inactive,0
31772,Inactive,0
4912,Inactive,0
155290,Inconclusive,10
108013,Inconclusive,10
24733,Inactive,0
32169,Inactive,0
446541,Inconclusive,10
32681,Inactive,0
441374,Inconclusive,10
3463,Inactive,0
33624,Inactive,0
5362,Inactive,0
3760,Inactive,0
5284409,Inactive,0
35375,Inactive,0
443944,Inactive,0
4030,Active,84
62884,Inactive,0
34632,Inconclusive,10
71412,Inactive,0
47471,Inconclusive,10
115162,Inconclusive,10
36294,Inactive,0
5468,Inconclusive,10
36339,Inconclusive,10
91610,Inconclusive,10
5284558,Inconclusive,10
33478,Inactive,0
5282493,Inactive,0
441307,Inconclusive,10
54677972,Active,84
5282169,Inactive,0
6420013,Inconclusive,10
37392,Inconclusive,10
3335,Inconclusive,10
3081545,Inconclusive,10
441398,Inconclusive,10
38010,Inconclusive,10
20055558,Inconclusive,10
5359,Inconclusive,10
3308,Inconclusive,10
39042,Inactive,0
39147,Inconclusive,10
4409,Inactive,0
443955,Inconclusive,10
3334,Inconclusive,20
16051942,Inactive,0
47965,Inactive,0
60196265,Inconclusive,10
40000,Inactive,0
40127,Inconclusive,10
4831,Inactive,0
20055515,Inactive,0
20056828,Inconclusive,10
5472,Active,40
2082,Active,62
4891,Inactive,0
4849,Inconclusive,10
41781,Inactive,0
60196266,Inactive,0
3742,Inactive,0
65483,Inconclusive,10
54677971,Active,42
5284373,Inconclusive,10
65492,Inconclusive,10
43231,Inactive,0
43507,Inconclusive,20
65495,Inconclusive,10
5092,Inactive,0
170344,Inactive,0
44383,Inconclusive,10
71486,Inconclusive,10
456201,Inconclusive,10
5281098,Inactive,0
3085326,Inconclusive,20
441383,Inconclusive,10
2247,Inconclusive,10
53025,Inconclusive,20
4539,Inconclusive,10
114811,Inactive,0
3736,Inconclusive,10
5353,Inactive,0
4594,Inactive,0
6714002,Inconclusive,10
3229,Inconclusive,10
104838,Inactive,0
3784,Inconclusive,10
4513,Inactive,0
54117,Inactive,0
6438130,Inconclusive,10
54362,Inactive,0
54384,Inactive,0
54454,Inconclusive,10
444037,Inconclusive,10
54580,Active,41
2769,Inconclusive,10
60561,Inactive,0
71764,Inactive,0
54765,Inconclusive,10
4583,Inactive,0
55182,Inconclusive,10
441336,Active,43
6420010,Inconclusive,10
55397,Inconclusive,10
5362129,Inconclusive,10
3741,Inactive,0
71771,Inconclusive,10
3724,Inactive,0
62999,Inactive,0
3476,Inconclusive,10
74989,Inconclusive,10
441130,Inconclusive,10
68624,Inactive,0
57363,Inactive,0
200103,Inconclusive,10
3902,Inactive,0
6918132,Inactive,0
65981,Inactive,0
68844,Inactive,0
5284630,Inconclusive,10
312915,Inconclusive,10
82153,Inconclusive,10
636374,Inconclusive,10
3114,Inactive,0
441080,Inconclusive,10
16051987,Inactive,0
20848883,Inactive,0
26534,Inconclusive,10
108173,Inactive,0
20298,Inactive,0
6604155,Inactive,0
657381,Inactive,0
6202,Inconclusive,10
6604472,Inconclusive,10
8505,Inconclusive,10
23675317,Inactive,0
8732,Inconclusive,21
62881,Inconclusive,10
8813,Inconclusive,10
201412,Inactive,0
23675320,Inconclusive,10
23672955,Inconclusive,10
44420324,Inactive,0
23663939,Inconclusive,10
15432,Inactive,0
264891,Inactive,0
6604492,Inconclusive,10
92178,Inconclusive,10
17506,Inactive,0
54680693,Active,86
19518,Inconclusive,10
6604495,Inconclusive,10
470375,Inconclusive,10
21718,Inconclusive,10
6604497,Inactive,0
522325,Inactive,0
135802074,Inconclusive,10
5284452,Active,84
2725002,Active,40
22529,Inconclusive,10
23663959,Inconclusive,10
64646,Inactive,0
60196267,Inactive,0
23704143,Inactive,0
23702,Inactive,0
636402,Inactive,0
5018304,Inconclusive,10
23667299,Inconclusive,10
23675312,Inactive,0
60196268,Inactive,0
23681059,Inactive,0
3702,Inactive,0
6419962,Active,41
23672568,Inactive,0
60196269,Inconclusive,10
23684677,Inactive,0
6420020,Inactive,0
38911,Active,42
60196270,Active,44
6604087,Inactive,0
11954258,Inconclusive,10
6604557,Inactive,0
6420033,Inconclusive,21
441308,Inconclusive,10
23666711,Inactive,0
6604561,Inactive,0
47320,Inactive,0
23672566,Inactive,0
23677829,Inconclusive,10
441242,Inconclusive,10
54676538,Inconclusive,10
6604122,Inconclusive,10
62978,Inactive,0
6536864,Inactive,0
5362118,Inactive,0
175533,Inconclusive,10
23671691,Inactive,0
9571075,Inactive,0
9940086,Active,63
969516,Active,87
10114,Inconclusive,20
5281855,Inactive,0
442291,Inconclusive,10
9651,Inactive,0
28693,Inconclusive,10
8226,Inactive,0
34040,Inactive,0
643606,Inactive,0
444795,Inactive,0
493570,Active,43
3840,Inactive,0
656743,Inactive,0
174174,Inactive,0
1548943,Inconclusive,10
445354,Inconclusive,10
6758,Active,42
47812,Inactive,0
10531,Inconclusive,20
6271,Inconclusive,10
3728,Inconclusive,10
163751,Inconclusive,10
941361,Inconclusive,20
5258,Inactive,0
2153,Inactive,0
3969,Active,41
8691,Active,42
51634,Inconclusive,10
71188,Inconclusive,10
2406,Active,87
460129,Inactive,0
20279,Inconclusive,10
4421,Inactive,0
5282230,Inconclusive,10
5324346,Inconclusive,10
4764,Active,41
443955,Inconclusive,10
3374,Inconclusive,10
8593,Inconclusive,10
3169,Inactive,0
5853,Inactive,0
4622,Inactive,0
71651,Inactive,0
5320,Inactive,0
5327,Inactive,0
3295,Inconclusive,10
157921,Inactive,0
2378,Inconclusive,20
5748,Inactive,0
68589,Active,41
5282494,Inactive,0
55283,Inconclusive,10
3627,Inconclusive,10
26248,Active,42
3115,Inconclusive,10
5354,Inconclusive,10
53001,Inactive,0
27368,Inactive,0
1775,Inactive,0
298107,Active,43
27503,Inactive,0
9687,Inactive,0
3822,Inconclusive,10
9912,Inactive,0
440707,Inconclusive,10
222757,Active,42
6215,Inactive,0
5284616,Active,41
657201,Inactive,0
5388962,Inactive,0
5284594,Inactive,0
10607,Active,45
71414,Inconclusive,20
5952,Inactive,0
12035,Inconclusive,10
16574,Inactive,0
5753,Inconclusive,10
51039,Inconclusive,10
9324,Inconclusive,10
657298,Inactive,0
5754,Inactive,0
104845,Inactive,0
6436,Inconclusive,10
18283,Inactive,0
5910,Inactive,0
53232,Active,41
5311067,Inactive,0
44093,Inconclusive,10
60961,Inconclusive,10
5790,Inactive,0
6128,Inactive,0
35370,Inactive,0
9681,Inconclusive,10
30323,Active,42
5284443,Inconclusive,20
39186,Inactive,0
5852,Inconclusive,20
101616,Inconclusive,10
10219,Inconclusive,10
5310987,Inactive,0
71080,Inconclusive,10
83887,Inactive,0
10255,Inconclusive,10
2264,Inconclusive,10
31101,Active,82
2755,Inactive,0
2562,Inconclusive,10
34359,Inconclusive,10
5475158,Inactive,0
51173,Inconclusive,10
2120,Inconclusive,10
68186,Active,84
3689,Inconclusive,10
4106,Inconclusive,10
38852,Inconclusive,10
68600,Inconclusive,10
5282443,Inactive,0
135512460,Inactive,0
1979,Inconclusive,10
65854,Inactive,0
2829432,Inconclusive,10
108092,Inconclusive,10
123924,Inactive,0
2377,Inconclusive,10
4930,Inactive,0
4883,Inconclusive,10
9409,Inconclusive,10
5278,Inactive,0
10783,Inconclusive,10
3517,Inconclusive,10
688272,Inactive,0
54477,Inactive,0
5311093,Active,82
5311429,Inconclusive,10
127404,Inconclusive,10
2733525,Inconclusive,10
104741,Active,85
47936,Active,40
688561,Inactive,0
107867,Inactive,0
4302960,Inactive,0
126941,Inconclusive,20
68736,Inactive,0
45073437,Inconclusive,20
6167,Active,62
93504,Inactive,0
45356872,Inconclusive,10
60196271,Inactive,0
54676478,Inactive,0
55245,Active,82
53388,Inconclusive,10
55329,Inactive,0
219050,Inconclusive,10
60510,Inconclusive,10
9952220,Inconclusive,10
51576,Inconclusive,10
9928181,Inactive,0
24978536,Inconclusive,10
3033769,Inconclusive,10
56971,Inactive,0
6918029,Inconclusive,10
127150,Inconclusive,10
4205,Inactive,0
68601,Inactive,0
6005,Inconclusive,20
47528,Inactive,0
10466908,Active,41
71827,Inconclusive,10
4235,Inactive,0
30627,Inactive,0
2999413,Active,83
16124,Inactive,0
2000,Inactive,0
7619,Inconclusive,20
65768,Inconclusive,10
68872,Inconclusive,10
69588,Inconclusive,21
62960,Inconclusive,10
2843496,Inactive,0
4463,Inconclusive,10
34312,Inactive,0
5379,Inactive,0
57469,Inactive,0
68713,Inactive,0
68928,Inconclusive,10
118264,Inconclusive,10
4990,Inactive,0
176015,Inactive,0
33925,Inactive,0
15139,Inconclusive,10
12901,Inactive,0
6129,Active,42
159055,Inactive,0
6654,Inactive,0
5447130,Inconclusive,20
7594,Active,42
24812,Inconclusive,10
23668192,Inactive,0
11074431,Inactive,0
31236,Inactive,0
1030,Inconclusive,10
7628,Inconclusive,10
3054,Active,83
16220118,Inconclusive,10
5288209,Active,85
447043,Inconclusive,10
24502,Inactive,0
460612,Inconclusive,10
2767,Inconclusive,10
135398743,Inconclusive,10
30541,Inconclusive,10
5865,Inactive,0
444913,Inconclusive,10
6035,Inactive,0
444041,Inconclusive,10
41684,Active,86
5366546,Inactive,0
8346,Inconclusive,10
64142,Active,83
20039,Inconclusive,10
931,Inactive,0
6212,Inactive,0
2724385,Active,88
2365,Inactive,0
5280965,Inconclusive,10
4684,Inconclusive,10
19266,Inactive,0
7239,Inconclusive,10
460,Inactive,0
9444,Inactive,0
3562,Inactive,0
5794,Inconclusive,10
2723601,Inconclusive,20
1176,Inconclusive,10
5339,Inactive,0
2478,Inconclusive,10
3776,Inconclusive,10
338733,Active,84
24769,Inactive,0
1140,Inconclusive,10
753,Inconclusive,10
7582,Inactive,0
379,Inactive,0
263,Inactive,0
8197,Inactive,0
7175,Active,40
612,Inactive,0
6781,Inactive,0
6862,Inconclusive,10
3039,Inactive,0
1004,Inactive,0
10866,Active,40
5590,Inconclusive,22
10635,Inconclusive,10
5943,Inactive,0
10204,Inactive,0
3423265,Inactive,0
6421,Inactive,0
8816,Active,82
23665760,Inactive,0
4064,Inconclusive,20
9880,Inconclusive,10
8606,Active,83
23668196,Inconclusive,10
5280450,Inconclusive,10
16682730,Active,86
978,Inactive,0
31553,Active,40
5280934,Inactive,0
8005,Inconclusive,10
439280,Active,40
8053,Inactive,0
7912,Inactive,0
3036,Active,41
3017,Inactive,0
7765,Inconclusive,10
656655,Inactive,0
134601,Inactive,0
4133,Inactive,0
6348,Inconclusive,10
3485,Inactive,0
11057,Active,89
8003,Inconclusive,10
445639,Inactive,0
441140,Inactive,0
667493,Inactive,0
370,Inactive,0
7108,Active,83
3121,Inactive,0
19188,Inconclusive,10
2155,Inactive,0
887,Inactive,0
227,Inactive,0
180,Inactive,0
17142,Inactive,0
1483,Inconclusive,20
3598,Active,88
7271,Active,84
6575,Inactive,0
3610,Active,84
4284,Inconclusive,10
3552,Inactive,0
7860,Inconclusive,10
8447,Inactive,0
5770,Inconclusive,10
10316,Inconclusive,10
54680782,Inconclusive,10
10850,Inactive,0
12332,Inconclusive,10
3037,Active,86
904,Inconclusive,10
7362,Inactive,0
2202,Inconclusive,20
1732,Active,42
14782,Inconclusive,10
196,Inconclusive,10
7452,Inactive,0
12358480,Active,41
967,Inactive,0
2950,Active,42
14710,Inconclusive,22
6374,Inactive,0
9015,Inactive,0
8400,Inconclusive,10
7416,Inconclusive,10
1549517,Inconclusive,10
5147,Inconclusive,10
12124,Inactive,0
5281034,Inconclusive,10
6537493,Active,41
6597,Inactive,0
3314,Inactive,0
2662,Active,82
12749,Inactive,0
60934,Inconclusive,20
7338,Inactive,0
7703,Inconclusive,10
5054,Inactive,0
323,Inactive,0
4509,Active,40
1057,Inconclusive,10
637511,Inactive,0
3301,Inconclusive,10
8425,Active,83
5991,Active,42
5757,Active,40
41375,Inactive,0
5455,Active,43
5284416,Active,84
7211,Inactive,0
22571,Inconclusive,10
5281,Inactive,0
5541,Inconclusive,10
3282,Inactive,0
3346,Inconclusive,10
667490,Inactive,0
6643,Active,40
712,Inconclusive,10
2758,Inconclusive,20
5565,Inactive,0
10255083,Inactive,0
643460,Inconclusive,10
5971,Inactive,0
8857,Inconclusive,10
7835,Inactive,0
6264,Active,84
7573,Active,41
5935,Inactive,0
2942,Inactive,0
244,Inactive,0
5284469,Active,84
8362,Inconclusive,10
4004,Inactive,0
122685,Inconclusive,10
22985,Inactive,0
108005,Inactive,0
20055509,Inactive,0
61444,Inconclusive,10
516919,Inconclusive,10
26041,Active,85
9787,Active,83
15106,Inconclusive,10
13266,Inactive,0
9280,Inactive,0
2723598,Active,82
25150753,Inconclusive,10
6435801,Inactive,0
60910,Inactive,0
6436135,Active,40
65399,Active,85
57364,Inactive,0
60703,Inconclusive,10
3045335,Inactive,0
5280360,Inactive,0
107930,Inconclusive,10
60196272,Inactive,0
63009,Inconclusive,10
6291,Inconclusive,10
37768,Inactive,0
936,Inactive,0
6253,Inactive,0
7389,Inconclusive,10
9060,Inactive,0
71417,Inactive,0
51763,Inactive,0
73334,Inconclusive,10
5462653,Inconclusive,10
71587,Inconclusive,10
180559,Inactive,0
148673,Active,82
446727,Inactive,0
169743,Inactive,0
6852400,Inconclusive,20
60196273,Inactive,0
60196274,Inactive,0
36605,Inactive,0
854019,Inactive,0
60839,Inactive,0
10131132,Inactive,0
5881,Inactive,0
23694217,Inconclusive,10
57004,Inconclusive,10
6918215,Inactive,0
37274,Inconclusive,10
3058739,Inconclusive,10
5983,Inconclusive,10
6917728,Inconclusive,10
68626,Inconclusive,10
18343,Inconclusive,10
6435335,Inconclusive,10
6238,Inactive,0
66091,Inconclusive,10
441337,Inconclusive,10
636362,Active,83
11957572,Inactive,0
10314472,Inconclusive,10
55305,Inconclusive,10
23704140,Inconclusive,10
11957593,Inactive,0
104762,Inactive,0
28767,Inconclusive,10
60662,Active,83
9082,Inconclusive,10
135242,Inactive,0
6433339,Inconclusive,10
6081,Inactive,0
21467,Inconclusive,10
54685925,Inactive,0
6420042,Inconclusive,10
16219744,Inactive,0
441350,Inactive,0
3074827,Inactive,0
11957635,Inconclusive,10
8667,Inactive,0
84605,Inactive,0
5358907,Inactive,0
11957654,Inconclusive,10
65341,Inconclusive,10
442291,Inconclusive,10
5281064,Inactive,0
135418296,Inconclusive,10
11957669,Inactive,0
9279,Inactive,0
7550,Inactive,0
66245,Inactive,0
22475,Inactive,0
71077,Inconclusive,10
56801,Inconclusive,10
123015,Active,83
5311064,Inconclusive,10
9899402,Inactive,0
66007,Inconclusive,10
6434250,Inconclusive,10
66069,Inconclusive,10
5702285,Inconclusive,10
11957707,Inconclusive,10
3060974,Inconclusive,10
73093,Inconclusive,10
5946,Inactive,0
27944,Inconclusive,10
443951,Inconclusive,20
11647992,Inconclusive,10
11957725,Inconclusive,10
